Ref,Status,Design ,Type ,Mode,Year,Outstanding Benefits-RiskScore,Membership,Net Assets,ExpensesToAssets_ratio,LiquidityRatio,OverallRiskScore,ReturnOnInvestment,UnremmittedContributionsToAssetsRatio,ComplianceToTable G,Inflation,CBKrate,Exchange_rate
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,200," 678,251,439.00 ",0.62%,22%,2.13,10%,0%,1,5%,11%,134.8
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,0,175," 576,294,684.00 ",0.58%,62%,0,9%,0%,0,7%,13%,151.77
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,335," 540,676,343.00 ",0.67%,42%,2.41,8%,0%,5,9%,9%,121.95
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,5,362," 493,299,280.00 ",0.79%,119%,3.44,9%,0%,5,6%,7%,111.93
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,308," 508,550,985.00 ",0.56%,33%,0,8%,0%,0,5%,7%,109.51
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,293," 459,416,929.00 ",0.79%,62%,0,9%,0%,0,5%,9%,102.55
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,290," 431,026,059.00 ",0.79%,19%,0,7%,0%,0,6%,9%,101.88
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,264," 379,210,840.00 ",0.69%,37%,0,10%,0%,0,5%,10%,103.37
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,247," 333,921,564.00 ",0.80%,44%,0,8%,0%,0,7%,10%,101.78
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,268," 301,425,562.00 ",0.81%,38%,0,7%,0%,0,7%,13%,103.78
913,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,180," 267,899,589.00 ",0.87%,39%,0,10%,0%,0,7%,10%,101.78
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,364," 386,379,543.00 ",1.64%,61%,2.88,9%,1%,1,5%,11%,134.8
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,0,358," 359,750,343.00 ",1.71%,50%,0,10%,0%,0,7%,13%,151.77
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,340," 327,338,310.00 ",1.80%,28%,4.06,9%,0%,5,9%,9%,121.95
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,363," 288,311,526.00 ",2.02%,93%,3.6,10%,0%,5,6%,7%,111.93
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,304," 286,111,985.00 ",2.26%,118%,0,10%,0%,0,5%,7%,109.51
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,312," 293,346,348.00 ",2.22%,33%,0,10%,0%,0,5%,9%,102.55
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,298," 257,792,786.00 ",2.12%,43%,0,10%,0%,0,6%,9%,101.88
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,307," 227,201,315.00 ",2.07%,56%,0,10%,0%,0,5%,10%,103.37
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,310," 208,288,241.00 ",2.10%,79%,0,10%,0%,0,7%,10%,101.78
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,254," 199,899,761.00 ",0.33%,29%,0,12%,0%,0,7%,13%,103.78
916,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,280," 168,979,193.00 ",0.22%,28%,0,12%,0%,0,7%,10%,101.78
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,122," 562,011,289.00 ",0.30%,8%,3.4,3%,4%,1,5%,11%,134.8
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,0,129," 420,489,583.00 ",0.36%,22%,0,19%,5%,0,7%,13%,151.77
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,121," 339,997,809.00 ",0.28%,-668%,3.3,3%,17%,5,9%,9%,121.95
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,124," 174,727,326.00 ",0.35%,76%,4.26,7%,25%,5,6%,7%,111.93
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,129," 169,377,260.00 ",0.59%,-50%,0,5%,2%,0,5%,7%,109.51
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,122," 149,288,647.00 ",0.59%,14%,0,6%,2%,0,5%,9%,102.55
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,127," 132,294,269.00 ",0.37%,14%,0,15%,2%,0,6%,9%,101.88
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,128," 108,318,270.00 ",0.35%,8%,0,7%,1%,0,5%,10%,103.37
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,95," 84,952,465.00 ",0.47%,50%,0,5%,2%,0,7%,10%,101.78
918,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,104," 49,006,943.00 ",0.64%,40%,0,8%,13%,0,7%,10%,101.78
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,14," 6,511,689.00 ",0.43%,59%,3.43,13%,0%,1,5%,11%,134.8
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,8," 6,095,726.00 ",0.45%,4%,2.99,8%,0%,5,7%,13%,151.77
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,11," 5,419,666.00 ",0.48%,25%,3.07,9%,0%,5,9%,9%,121.95
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,8," 4,908,091.00 ",0.51%,64%,3.52,10%,0%,5,6%,7%,111.93
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,0," 4,664,475.00 ",2.51%,50%,0,8%,0%,0,5%,7%,109.51
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,6," 4,334,383.00 ",0.21%,2%,0,9%,0%,0,5%,9%,102.55
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,11," 3,765,503.00 ",0.19%,80%,0,7%,0%,0,6%,9%,101.88
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,14," 3,672,202.00 ",0.20%,482%,0,21%,0%,0,5%,10%,103.37
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,163," 7,411,539.00 ",0.20%,-13%,0,14%,0%,0,7%,10%,101.78
92,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,8," 5,504,143.00 ",0.22%,2%,0,11%,0%,0,7%,10%,101.78
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,417," 1,000,451,604.00 ",0.78%,57%,2.99,24%,0%,1,5%,11%,134.8
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,0,384," 879,836,242.00 ",0.84%,192%,0,-1%,0%,0,7%,13%,151.77
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,442," 922,182,123.00 ",0.78%,66%,2.73,2%,0%,1,9%,9%,121.95
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,422," 906,354,216.00 ",0.81%,23%,3.32,12%,0%,1,6%,7%,111.93
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,423," 774,152,465.00 ",0.89%,35%,0,6%,0%,0,5%,7%,109.51
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,246," 706,724,852.00 ",0.89%,27%,0,17%,0%,0,5%,9%,102.55
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,468," 579,345,291.00 ",1.20%,104%,0,0%,0%,0,6%,9%,101.88
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,446," 581,414,613.00 ",1.13%,34%,0,12%,0%,0,5%,10%,103.37
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,450," 494,981,494.00 ",1.36%,55%,0,7%,0%,0,7%,10%,101.78
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,160," 453,171,659.00 ",1.16%,61%,0,-1%,0%,0,7%,13%,103.78
921,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,387," 434,344,336.00 ",0.98%,35%,0,13%,0%,0,7%,10%,101.78
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,5,1881," 2,011,856,012.00 ",0.56%,19%,3.17,17%,0%,1,5%,11%,134.8
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,5,1784," 1,660,523,874.00 ",0.60%,132%,2.82,3%,0%,1,7%,13%,151.77
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,5,1717," 1,707,533,469.00 ",0.69%,385%,3.78,-2%,0%,1,9%,9%,121.95
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,5,1698," 1,815,374,552.00 ",0.75%,162%,4.2,6%,0%,1,6%,7%,111.93
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,1760," 1,889,350,311.00 ",0.83%,124%,0,6%,0%,0,5%,7%,109.51
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,1799," 1,926,065,433.00 ",0.84%,29%,0,14%,0%,0,5%,9%,102.55
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,1816," 1,667,070,986.00 ",1.22%,73%,0,6%,0%,0,6%,9%,101.88
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,1804," 1,617,517,571.00 ",1.14%,46%,0,13%,0%,0,5%,10%,103.37
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,1736," 1,452,409,309.00 ",1.06%,176%,0,-1%,0%,0,7%,10%,101.78
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,1573," 1,500,694,864.00 ",1.03%,40%,0,4%,0%,0,7%,13%,103.78
923,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,1802," 1,420,963,481.00 ",0.97%,28%,0,12%,0%,0,7%,10%,101.78
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,289," 795,602,102.00 ",0.21%,10%,1.29,10%,0%,1,5%,11%,134.8
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,0,285," 639,648,068.00 ",0.21%,41%,0,9%,0%,0,7%,13%,151.77
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,328," 563,864,321.00 ",0.32%,66%,2.32,9%,0%,5,9%,9%,121.95
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,368," 526,810,684.00 ",0.24%,50%,2.52,9%,0%,5,6%,7%,111.93
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,327," 476,852,592.00 ",0.22%,41%,0,8%,0%,0,5%,7%,109.51
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,238," 425,561,895.00 ",0.22%,19%,0,9%,0%,0,5%,9%,102.55
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,223," 361,314,274.00 ",0.23%,78%,0,8%,0%,0,6%,9%,101.88
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,264," 347,002,770.00 ",0.22%,11%,0,10%,0%,0,5%,10%,103.37
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,264," 284,258,113.00 ",0.24%,31%,0,8%,0%,0,7%,10%,101.78
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,268," 246,777,879.00 ",0.22%,17%,0,7%,0%,0,7%,13%,103.78
935,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,234," 208,481,511.00 ",0.26%,39%,0,10%,0%,0,7%,10%,101.78
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,5,788," 523,686,187.00 ",0.80%,91%,2.91,10%,0%,1,5%,11%,134.8
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,0,750," 511,679,960.00 ",0.55%,72%,0,10%,0%,0,7%,13%,151.77
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,756," 479,796,230.00 ",0.69%,43%,2.33,9%,0%,5,9%,9%,121.95
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,768," 418,773,069.00 ",0.77%,28%,2.72,9%,0%,5,6%,7%,111.93
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,694," 352,769,623.00 ",0.57%,52%,0,5%,0%,0,5%,7%,109.51
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,724," 322,868,168.00 ",0.70%,109%,0,9%,0%,0,5%,9%,102.55
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,797," 329,419,772.00 ",0.60%,62%,0,5%,0%,0,6%,9%,101.88
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,771," 302,891,967.00 ",0.45%,85%,0,8%,0%,0,5%,10%,103.37
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,518," 289,379,083.00 ",0.49%,35%,0,4%,0%,0,7%,10%,101.78
936,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,0," 227,194,163.00 ",0.23%,31%,0,6%,0%,0,7%,10%,101.78
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,759," 1,988,607,971.00 ",0.78%,69%,3.15,24%,0%,5,5%,11%,134.8
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,0,705," 1,779,302,382.00 ",0.87%,110%,0,0%,0%,0,7%,13%,151.77
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,668," 1,799,115,136.00 ",0.80%,74%,1.6,2%,0%,1,9%,9%,121.95
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,606," 1,735,603,267.00 ",0.86%,47%,2.48,11%,0%,1,6%,7%,111.93
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,571," 1,529,692,711.00 ",0.95%,29%,0,5%,0%,0,5%,7%,109.51
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,565," 1,334,023,505.00 ",1.14%,30%,0,12%,0%,0,5%,9%,102.55
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,544," 1,078,113,603.00 ",1.16%,23%,0,3%,0%,0,6%,9%,101.88
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,487," 915,078,167.00 ",1.10%,26%,0,12%,0%,0,5%,10%,103.37
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,392," 718,964,724.00 ",1.23%,57%,0,5%,0%,0,7%,10%,101.78
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,335," 648,415,142.00 ",1.22%,145%,0,5%,0%,0,7%,13%,103.78
940,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,308," 709,577,625.00 ",1.01%,22%,0,11%,0%,0,7%,10%,101.78
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,325," 124,113,604.00 ",1.58%,457%,4.2,29%,0%,5,5%,11%,134.8
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,0,414," 251,217,044.00 ",1.16%,-1083%,0,-4%,13%,0,7%,13%,151.77
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,414," 296,060,951.00 ",1.15%,402%,3.2,0%,2%,1,9%,9%,121.95
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,455," 239,618,121.00 ",0.25%,18%,2.68,8%,0%,1,6%,7%,111.93
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,459," 366,307,270.00 ",0.00%,434%,0,3%,0%,0,5%,7%,109.51
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,426," 409,038,958.00 ",0.00%,30%,0,13%,0%,0,5%,9%,102.55
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,466," 362,272,155.00 ",0.00%,54%,0,5%,0%,0,6%,9%,101.88
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,466," 346,803,034.00 ",0.00%,17%,0,15%,0%,0,5%,10%,103.37
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,473," 291,210,412.00 ",0.00%,42%,0,7%,0%,0,7%,10%,101.78
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,748," 270,008,032.00 ",0.00%,325%,0,-3%,0%,0,7%,13%,103.78
95,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,501," 297,363,324.00 ",1.18%,73%,0,14%,0%,0,7%,10%,101.78
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,230," 1,247,874.00 ",6.36%,332%,3.4,11%,0%,1,5%,11%,134.8
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,0,35," 1,755,353.00 ",5.15%,404%,0,10%,288%,0,7%,13%,151.77
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,38," 1,814,607.00 ",3.98%,342%,4.24,11%,257%,5,9%,9%,121.95
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,33," 3,316,923.00 ",2.94%,894%,4.32,12%,140%,5,6%,7%,111.93
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,45," 6,356,787.00 ",1.59%,380%,0,9%,16%,0,5%,7%,109.51
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,49," 7,791,418.00 ",1.43%,117%,0,10%,7%,0,5%,9%,102.55
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,51," 8,119,078.00 ",1.36%,68%,0,9%,0%,0,6%,9%,101.88
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,52," 7,325,674.00 ",1.45%,25%,0,9%,0%,0,5%,10%,103.37
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,49," 5,807,992.00 ",1.68%,33%,0,7%,0%,0,7%,10%,101.78
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,0," 4,991,289.00 ",1.85%,28%,0,6%,1%,0,7%,13%,103.78
950,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,0," 4,316,488.00 ",1.98%,44%,0,11%,0%,0,7%,10%,101.78
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,0," 49,901,531.00 ",0.42%,114%,3.2,10%,0%,1,5%,11%,134.8
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,0,45," 50,548,724.00 ",0.30%,42%,0,10%,0%,0,7%,13%,151.77
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,48," 47,572,413.00 ",0.31%,723%,3.41,11%,0%,5,9%,9%,121.95
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,81," 80,603,183.00 ",0.27%,405%,3.52,9%,0%,5,6%,7%,111.93
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,66," 103,645,655.00 ",0.35%,235%,0,10%,0%,0,5%,7%,109.51
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,82," 120,149,680.00 ",0.26%,36%,0,10%,0%,0,5%,9%,102.55
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,81," 108,119,831.00 ",0.26%,47%,0,10%,0%,0,6%,9%,101.88
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,88," 98,708,309.00 ",0.32%,50%,0,11%,0%,0,5%,10%,103.37
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,121," 89,284,450.00 ",0.60%,78%,0,11%,0%,0,7%,10%,101.78
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,76," 85,402,675.00 ",0.35%,5%,0,12%,1%,0,7%,13%,103.78
951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,69," 67,156,035.00 ",0.26%,17%,0,13%,0%,0,7%,10%,101.78
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,61," 121,634,436.00 ",0.90%,16%,2.84,9%,0%,1,5%,11%,134.8
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,0,55," 99,963,430.00 ",0.94%,12%,0,9%,0%,0,7%,13%,151.77
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,62," 81,052,762.00 ",0.95%,32%,3.28,8%,0%,5,9%,9%,121.95
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,66," 69,308,280.00 ",1.15%,22%,2.64,8%,0%,5,6%,7%,111.93
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,62," 57,172,463.00 ",0.78%,18%,0,6%,0%,0,5%,7%,109.51
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,64," 48,776,808.00 ",0.51%,11%,0,8%,0%,0,5%,9%,102.55
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,63," 36,676,353.00 ",1.31%,7%,0,3%,0%,0,6%,9%,101.88
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,65," 30,411,142.00 ",2.00%,13%,0,13%,0%,0,5%,10%,103.37
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,64," 23,015,083.00 ",3.16%,17%,0,8%,0%,0,7%,10%,101.78
952,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,51," 16,297,150.00 ",2.23%,22%,0,12%,0%,0,7%,10%,101.78
956,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,101," 451,582,384.00 ",0.22%,56%,1.52,9%,0%,1,5%,11%,134.8
956,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,0,91," 417,702,769.00 ",0.21%,46%,0,10%,0%,0,7%,13%,151.77
